qid	docid	relevance	ranking_1	ranking_2	ranking_3	ranking_4	ranking_5	ranking_6	ranking_7	ranking_8	ranking_9	ranking_10	ranking_11	ranking_12	ranking_13	ranking_14	ranking_15	ranking_16	ranking_17	ranking_18	ranking_19	ranking_20	ranking_21	ranking_22	ranking_23	ranking_24	ranking_25	ranking_1_rank	ranking_2_rank	ranking_3_rank	ranking_4_rank	ranking_5_rank	ranking_6_rank	ranking_7_rank	ranking_8_rank	ranking_9_rank	ranking_10_rank	ranking_11_rank	ranking_12_rank	ranking_13_rank	ranking_14_rank	ranking_15_rank	ranking_16_rank	ranking_17_rank	ranking_18_rank	ranking_19_rank	ranking_20_rank	ranking_21_rank	ranking_22_rank	ranking_23_rank	ranking_24_rank	ranking_25_rank	rrf	squared_rrf	mrrf
19383	GX242-45-1151101	0	0	0	0	0	0	0	0	0	0	315	0	0	1	180	0	146	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	3	3	0.09705539187294873	3.4722222222222223	0.32492417531128776
19383	GX244-68-12049668	0	0	8	0	12	9	7	0	8	7	10	7	0	0	135	8	4	146	1	84	0	0	4	0	0	0	0	5	0	2	1	4	0	4	4	7	4	0	0	5	4	3	1	2	2	0	0	4	0	0	0	0.23649160179667023	3.3365192743764176	0.7719916498570436
19383	GX245-93-2707761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0.015873015873015872	0.1111111111111111	0.052134140087569766
19383	GX250-88-0404939	0	70	0	0	0	0	301	0	311	311	0	300	0	0	307	360	55	0	0	339	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0.14701216287678479	7.5	0.49692060564654117
19383	GX261-42-16427934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.03278688524590164	2.0	0.11121763074848931
19390	GX025-62-16121361	0	0	0	0	161	0	111	0	25	43	37	25	0	0	191	0	178	42	124	48	0	0	33	0	0	0	0	0	0	1	0	3	0	2	3	2	2	0	0	2	0	1	5	2	2	0	0	3	0	0	0	0.19256474179795174	3.8733333333333335	0.6395719881703976
19390	GX058-77-10459221	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	40	38	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.04918032786885246	3.0	0.16682644612273395
19390	GX140-48-15374699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.01639344262295082	1.0	0.055608815374244655
19390	GX243-01-1716648	0	0	154	0	1	15	119	0	20	50	36	20	110	0	309	0	129	101	113	127	0	0	35	0	0	0	0	1	0	5	3	1	0	3	1	3	3	1	0	1	0	2	4	3	1	0	0	2	0	0	0	0.24099341500352872	7.158055555555555	0.8014754100602368
19390	GX255-15-2282830	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0.04838709677419355	0.75	0.16148834704024279
19390	GX261-30-16140706	0	96	7	19	19	17	16	0	5	1	5	5	0	0	5	2	9	134	130	9	0	61	3	0	0	0	1	3	2	3	2	5	0	5	5	5	5	0	0	5	3	5	3	1	5	0	2	5	0	0	0	0.2831275839736972	3.554444444444445	0.9220197258474323
19390	GX265-81-13439002	0	0	0	0	33	88	113	0	26	46	40	26	0	0	145	37	119	158	2	37	0	0	36	0	0	0	0	0	0	2	1	2	0	1	2	1	1	0	0	3	1	3	2	5	3	0	0	1	0	0	0	0.225880447773626	7.373333333333333	0.7543483516405478
19390	GX266-97-14674822	0	90	22	42	6	5	25	0	6	6	9	6	0	0	25	8	10	160	8	10	0	160	5	0	0	0	2	2	1	4	4	4	0	4	4	4	4	0	0	4	2	4	1	4	4	0	1	4	0	0	0	0.285067424643046	4.5	0.9345269084195131
19396	GX002-65-4473654	0	0	9	4	0	0	9	0	9	8	8	9	111	0	11	93	3	0	0	3	0	5	9	130	0	0	0	6	4	0	0	5	0	5	5	6	5	1	0	4	3	6	0	0	6	0	3	6	2	0	0	0.23281454392308437	1.896111111111111	0.7481548092821673
19396	GX006-25-1365421	0	0	27	14	0	0	280	0	280	82	11	282	0	0	148	196	0	0	0	138	0	0	335	0	0	0	0	4	3	0	0	2	0	2	2	5	2	0	0	3	1	0	0	0	2	0	0	2	0	0	0	0.17592328330198503	2.8247222222222224	0.5823467089799612
19396	GX053-81-0332337	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.048651507139079855	1.5	0.16326771340107316
19396	GX056-23-1241785	0	0	0	0	0	0	1	0	1	3	320	1	0	0	222	0	6	0	0	16	0	0	1	0	0	0	0	0	0	0	0	8	0	8	7	1	8	0	0	1	0	4	0	0	4	0	0	8	0	0	0	0.13778578779199468	2.207908163265306	0.4373448590360882
19396	GX078-43-7047520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.01639344262295082	1.0	0.055608815374244655
19396	GX089-63-8818075	0	0	0	104	0	0	330	0	330	364	116	334	0	0	162	194	66	0	0	239	0	0	362	122	0	0	0	0	1	0	0	1	0	1	1	3	1	0	0	2	2	2	0	0	1	0	0	1	3	0	0	0.19488722688088106	7.972222222222221	0.6550183348350949
19396	GX096-00-3553422	0	0	189	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	88	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0.04814747488101534	1.3125	0.15995594065903695
19396	GX096-07-8980899	0	144	3	2	0	0	5	0	5	5	1	5	17	0	2	10	5	0	0	2	0	7	4	18	0	0	1	8	6	0	0	6	0	6	6	8	6	4	0	7	4	5	0	0	7	0	2	7	6	0	0	0.24425406528358906	1.674141156462585	0.7722465962032772
19396	GX153-75-1031162	0	3	101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04738666351569577	0.4011111111111111	0.1549388321796975
19396	GX169-22-14578402	0	0	4	3	0	0	15	0	15	56	7	15	63	0	9	6	1	0	0	5	0	4	11	71	0	0	0	7	5	0	0	4	0	4	3	7	4	3	0	5	5	7	0	0	5	0	4	4	5	0	0	0.23157022807209376	0.7959467120181406	0.740017841510737
19396	GX241-43-7371077	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	251	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0.06530936012691697	3.25	0.22065589513614825
19396	GX255-09-15053641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.03278688524590164	2.0	0.11121763074848931
19396	GX255-22-7638354	0	0	2	0	6	26	2	0	2	19	0	2	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	9	0	2	1	7	0	7	4	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.12328936378020469	1.4971812799193753	0.393836587446337
19396	GX272-28-9632463	0	1	172	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048131080389144903	0.6111111111111112	0.15979303811439827
19396	GX272-46-9258856	0	0	22	31	0	0	19	0	19	2	30	19	0	0	6	4	16	188	0	23	0	8	10	0	0	0	0	5	2	0	0	3	0	3	8	4	3	0	0	6	6	3	1	0	3	0	1	5	0	0	0	0.21968414029424777	3.0192361111111112	0.71393994046071
19400	GX002-89-9340029	0	160	107	66	0	0	380	0	380	0	247	380	0	0	23	0	53	0	0	0	0	138	351	0	0	0	1	1	1	0	0	1	0	1	0	2	1	0	0	4	0	1	0	0	0	0	1	1	0	0	0	0.1792950158646219	9.3125	0.6048264636529942
19400	GX024-78-14796945	0	0	8	58	1	1	7	101	7	1	372	7	0	0	160	3	0	0	0	0	0	0	7	0	0	0	0	3	2	1	1	5	1	5	4	1	5	0	0	3	2	0	0	0	0	0	0	5	0	0	0	0.2067413282924256	4.9447222222222225	0.6807810882851786
19400	GX057-16-12314837	0	0	0	0	0	0	125	0	125	200	24	125	0	0	369	0	0	80	143	18	0	0	143	0	0	0	0	0	0	0	0	2	0	2	1	3	2	0	0	1	0	0	3	1	1	0	0	2	0	0	0	0.1618359312700931	5.222222222222222	0.5420213377257752
19400	GX061-34-0581650	0	0	0	0	0	0	69	0	69	142	21	68	115	0	365	0	0	86	82	17	0	0	46	0	0	0	0	0	0	0	0	3	0	3	2	4	3	2	0	2	0	0	2	3	2	0	0	3	0	0	0	0.17563524065540193	1.8680555555555556	0.5803356217762982
19400	GX088-67-13975695	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	1	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0.04918032786885246	3.0	0.16682644612273395
19400	GX228-12-3648930	0	0	10	1	0	0	8	0	8	21	3	8	0	0	1	7	0	99	121	1	0	0	9	0	0	0	0	2	3	0	0	4	0	4	3	5	4	0	0	5	1	0	1	2	3	0	0	4	0	0	0	0.20593322815030907	3.1633333333333336	0.6753001402809662
19400	GX228-64-4788744	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0.04838709677419355	0.75	0.16148834704024279
19400	GX228-65-16222810	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.04918032786885246	3.0	0.16682644612273395
19413	GX003-70-15824852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.03278688524590164	2.0	0.11121763074848931
19413	GX004-89-0476735	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0.016129032258064516	0.25	0.05382944901341426
19413	GX005-64-6976057	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	3	0	2	0	0	0	0	0.06402049075403121	1.4236111111111112	0.21209008074660668
19413	GX010-89-14811190	0	91	3	1	0	0	0	0	0	0	1	0	0	0	0	0	6	5	0	1	0	160	0	0	0	0	1	1	3	0	0	0	0	0	0	2	0	0	0	0	0	3	3	0	4	0	1	0	0	0	0	0.1285534077459646	3.6458333333333335	0.4275759916702355
19413	GX021-87-7968764	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	32	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.04813947436898257	1.2222222222222223	0.15987709554938417
19413	GX026-86-16307399	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01639344262295082	1.0	0.055608815374244655
19413	GX027-58-12634729	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01639344262295082	1.0	0.055608815374244655
19413	GX145-01-11295284	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0.03252247488101534	1.25	0.10943826438765891
19413	GX145-02-16534732	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0.03252247488101534	1.25	0.10943826438765891
19413	GX220-01-16194981	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.01639344262295082	1.0	0.055608815374244655
19413	GX233-18-9391096	0	84	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04838709677419355	0.75	0.16148834704024279
19413	GX249-55-3387271	0	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.048651507139079855	1.5	0.16326771340107316
19413	GX250-13-8972723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.03225806451612903	0.5	0.10765889802682851
19413	GX256-58-7881745	0	0	0	0	2	33	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.04891591750396616	2.25	0.16504707976190358
19413	GX269-15-4603017	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015873015873015872	0.1111111111111111	0.052134140087569766
19413	GX269-57-14493306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0.03125	0.125	0.10103535254275606
19419	GX001-46-15864864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.01639344262295082	1.0	0.055608815374244655
19419	GX003-47-7793550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0.03252247488101534	1.25	0.10943826438765891
19419	GX016-27-8744350	0	0	54	46	0	0	0	0	0	0	0	0	1	0	0	0	45	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0.06505334374186833	3.111111111111111	0.21896058621030373
19419	GX018-71-14300072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.016129032258064516	0.25	0.05382944901341426
19419	GX229-14-2794807	0	0	0	0	0	0	282	0	0	0	0	265	0	0	0	0	0	0	0	0	0	203	230	0	8	8	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0.09783183500793233	4.5	0.33009415952380716
19419	GX230-30-6121512	0	0	0	0	13	10	97	0	49	14	0	130	0	0	115	9	127	102	60	189	0	0	181	34	0	0	0	0	0	1	1	3	0	2	2	0	3	0	0	2	2	2	1	2	2	0	0	3	1	0	0	0.22609604391730254	6.083333333333334	0.7556438248535877
19419	GX246-37-2776130	0	77	1	1	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0.06452452301209573	1.6111111111111112	0.21540185348864294
19419	GX268-16-10136852	0	0	0	0	1	2	242	0	117	20	0	340	0	0	264	18	169	0	149	0	0	0	262	0	0	0	0	0	0	2	2	2	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0.17953463775780013	8.75	0.6063588700342
19437	GX007-44-3420147	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.04918032786885246	3.0	0.16682644612273395
19437	GX031-23-2303292	0	0	100	0	1	1	282	0	282	282	0	283	0	0	0	198	0	0	0	0	0	0	295	0	0	0	0	1	0	2	2	1	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0.14674775251189848	6.75	0.49514123928571074
19437	GX031-85-11883045	0	1	0	0	0	0	0	0	0	0	293	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0.048651507139079855	1.5	0.16326771340107316
19437	GX043-96-8147589	0	0	0	0	0	0	14	0	14	14	8	14	0	0	43	24	0	79	185	8	0	0	12	0	0	0	0	0	0	0	0	4	0	4	4	4	4	0	0	4	4	0	2	1	2	0	0	4	0	0	0	0.17365150713907984	2.0	0.5674091235720974
19437	GX046-66-11327675	1	107	14	23	33	33	199	0	199	199	231	199	0	0	194	211	16	0	0	0	0	110	199	0	0	0	1	2	1	1	1	2	0	2	2	2	2	0	0	1	1	1	0	0	0	0	1	2	0	0	0	0.24405076679005816	9.75	0.821676666087857
19437	GX089-36-11742034	0	0	0	0	0	0	137	0	137	137	100	137	0	0	81	88	0	108	67	87	0	0	137	0	0	0	0	0	0	0	0	3	0	3	3	3	3	0	0	3	3	0	1	2	1	0	0	3	0	0	0	0.17590004448809315	3.1388888888888893	0.5821202004624617
19437	GX091-79-11114139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.01639344262295082	1.0	0.055608815374244655
19437	GX171-45-0718150	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01639344262295082	1.0	0.055608815374244655
19449	GX001-28-10268221	0	3	1	1	12	17	16	89	24	22	179	20	0	0	8	14	65	0	0	0	0	54	14	0	0	0	5	9	7	5	4	8	3	7	8	3	7	0	0	9	8	2	0	0	0	0	4	8	0	0	0	0.2424794508344536	0.825638070042832	0.7612885042528535
19449	GX006-24-11673278	0	13	33	19	165	113	4	0	5	10	2	5	17	0	2	7	0	5	11	5	0	25	2	17	0	0	3	4	4	1	2	11	0	10	10	10	10	1	0	12	9	0	4	3	3	0	5	12	2	0	0	0.2884215083517705	3.1353323640444852	0.9090612699137958
19449	GX022-57-8088562	0	120	154	117	0	0	317	0	0	386	0	0	0	0	350	339	0	0	0	0	1	0	157	0	0	0	1	1	1	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	5	0	0	0	0.14626774600333564	7.29	0.4920663997118403
19449	GX045-85-0291943	0	102	23	25	0	0	359	0	333	268	0	326	12	0	222	0	0	0	0	0	0	132	334	12	0	0	2	5	3	0	0	1	0	1	2	0	1	2	0	3	0	0	0	0	0	0	2	1	3	0	0	0.19309356252772436	5.373333333333333	0.6431307208920584
19449	GX046-51-0920875	0	0	4	7	55	114	11	0	14	19	7	14	2	0	40	43	0	29	23	7	0	89	9	2	0	0	0	8	6	2	1	9	0	8	9	8	8	3	0	6	3	0	3	2	2	0	3	9	4	0	0	0.2765024234735681	2.412037037037037	0.8805376888744152
19449	GX051-35-13311380	0	0	99	0	15	15	216	0	170	138	230	172	0	0	167	28	10	0	0	0	0	0	276	0	0	0	0	2	0	4	5	3	0	2	3	1	2	0	0	4	6	3	0	0	0	0	0	2	0	0	0	0.19031474981038704	2.526111111111111	0.6248420152844323
19449	GX051-60-15339733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0.031746031746031744	0.2222222222222222	0.10426828017513953
19449	GX083-20-13476163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.03225806451612903	0.5	0.10765889802682851
19449	GX106-03-14141157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.03278688524590164	2.0	0.11121763074848931
19449	GX177-36-10693267	0	0	0	0	0	0	24	0	39	32	33	30	0	0	28	42	0	0	0	0	0	8	23	0	0	0	0	0	0	0	0	7	0	5	6	7	6	0	0	7	4	0	0	0	0	0	7	7	0	0	0	0.1359395113592875	0.2600963718820862	0.42497263627002835
19449	GX215-11-14646577	0	0	0	0	0	0	26	0	36	30	35	32	0	0	25	39	0	0	0	0	0	3	25	0	0	0	0	0	0	0	0	6	0	6	7	6	5	0	0	8	5	0	0	0	0	0	8	6	0	0	0	0.13571242921550208	0.2427692743764172	0.4235534700167789
19449	GX243-99-8159000	0	0	83	0	1	1	148	103	72	40	217	94	0	0	44	24	0	0	0	0	0	0	229	0	0	0	0	3	0	8	8	4	1	3	4	2	3	0	0	5	7	0	0	0	0	0	0	3	0	0	0	0.18698629159790492	1.9111026077097506	0.6035788523293523
19449	GX259-19-0777784	0	0	0	0	30	22	107	0	49	38	49	50	0	0	247	101	171	102	129	121	0	0	198	72	0	0	0	0	0	3	3	5	0	4	5	5	4	0	0	2	2	1	2	1	1	0	0	4	1	0	0	0.23873574516587476	5.279722222222222	0.7866706467626354
19449	GX259-94-11799638	1	0	10	101	8	6	2	0	1	1	3	2	0	0	4	1	5	104	1	1	0	138	3	0	0	0	0	6	2	7	6	12	0	11	12	9	11	0	0	11	11	4	1	4	4	0	1	11	0	0	0	0.2537123875535586	2.5810206007716827	0.7862292717170378
19449	GX260-23-8569438	2	8	7	9	10	2	8	101	12	4	85	12	0	0	6	5	3	0	0	0	0	21	8	0	0	0	4	7	5	6	7	10	2	9	11	4	9	0	0	10	10	5	0	0	0	0	6	10	0	0	0	0.2385149110304698	0.6243277029207766	0.7368952291368144
19454	GX030-71-14276889	2	0	5	5	43	0	13	0	1	1	1	2	9	0	1	9	1	65	6	1	0	6	31	9	0	0	0	4	3	2	0	2	0	5	5	5	4	1	0	6	3	4	3	4	3	0	4	2	1	0	0	0.28409640681752	3.6547222222222224	0.9282590367043935
19454	GX036-40-12018895	0	0	0	0	0	0	0	0	0	0	0	0	0	1	381	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0.06557377049180328	4.0	0.22243526149697862
19454	GX170-41-11713981	1	0	4	4	125	0	2	0	4	4	2	3	4	0	7	1	0	121	67	2	0	0	2	4	0	0	0	5	4	1	0	4	0	3	3	4	3	2	0	5	5	0	2	1	2	0	0	4	2	0	0	0.25357590805105346	3.7033333333333336	0.8319342813865083
19454	GX230-30-7668780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.01639344262295082	1.0	0.055608815374244655
19454	GX237-15-16621164	0	0	115	111	0	0	40	0	23	13	193	47	0	0	146	187	87	0	0	0	0	67	38	0	0	0	0	1	1	0	0	1	0	2	2	2	1	0	0	2	1	2	0	0	0	0	3	1	0	0	0	0.19487883290104338	7.361111111111111	0.654934277400109
19454	GX238-54-13795489	0	0	57	0	6	71	1	0	2	2	7	1	0	0	141	71	4	134	8	8	0	175	1	0	0	0	0	2	0	3	1	5	0	4	4	3	5	0	0	3	2	3	1	3	1	0	1	5	0	0	0	0.25460076052685787	5.300555555555556	0.8387259417405524
19454	GX256-44-5277143	0	0	37	51	0	41	8	0	31	145	253	14	0	0	88	5	104	0	0	0	0	121	10	0	0	0	0	3	2	0	2	3	0	1	1	1	2	0	0	4	4	1	0	0	0	0	2	3	0	0	0	0.20895894714310898	5.458333333333334	0.695190830356101
19454	GX272-64-8355219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0.016129032258064516	0.25	0.05382944901341426
19457	GX000-39-16301100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	151	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	0	0	0	0	0.047907090265630725	1.29	0.1584135074663724
19457	GX004-28-7758379	0	0	124	58	115	150	40	0	33	26	189	25	0	0	117	39	0	0	0	0	0	125	80	0	0	0	0	2	3	2	1	4	0	6	5	2	6	0	0	4	3	0	0	0	0	0	2	4	0	0	0	0.2052182490888863	2.5052777777777777	0.6707279394405923
19457	GX017-02-1481110	0	85	41	5	113	141	9	0	14	9	113	11	0	0	28	12	2	0	0	0	0	40	8	0	0	0	2	3	4	3	2	6	0	7	6	4	7	0	0	6	4	5	0	0	0	0	4	8	0	0	0	0.23189988572291953	1.151996882086168	0.7424194885607913
19457	GX024-81-11451713	0	0	0	0	0	0	187	0	185	128	262	235	0	0	56	279	184	0	0	0	0	126	177	0	0	0	0	0	0	0	0	2	0	3	3	1	2	0	0	5	1	1	0	0	0	0	1	2	0	0	0	0.161091514396644	5.012222222222222	0.5371671317910744
19457	GX029-29-16545133	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015384615384615385	0.04	0.04897524307871347
19457	GX032-71-0564243	0	146	25	2	15	104	1	0	1	1	1	2	1	0	12	2	1	55	5	1	0	98	1	1	0	0	1	4	5	5	4	9	0	10	9	9	9	1	0	9	7	6	4	4	5	0	3	9	1	0	0	0.3050263142064027	3.6133711262282695	0.9645523028578279
